Brand,Function,Category,Name,link,index,0
Clinique,moisturizer,cream,Clinique Dramatically Different Moisturizing Cream,https://www.skincarisma.com/products/clinique/dramatically-different-moisturizing-cream/ingredient_list#info-section,Clinique Dramatically Different Moisturizing Cream,"['Dipentaerythrityl Hexacaprylate/Hexacaprate', 'Behenyl Alcohol', 'Cucumis Sativus (Cucumber) Fruit Extract', 'Cetyl Alcohol', 'Sodium Stearoyl Lactylate', 'Water', 'Carbomer', 'Caprylyl Glycol', 'Butylene Glycol', 'Sodium Hyaluronate', 'Glycerin', 'Tridecyl Stearate', 'Tridecyl Trimellitate', 'Polyglyceryl-10 Pentastearate', 'Propylene Glycol Dicaprate', 'Helianthus Annuus (Sunflower) Seedcake', 'CI 15985', 'Hordeum Vulgare Extract', 'CI 17200', 'Tromethamine', 'Dimethicone', 'PEG-100 Stearate', 'CI 19140', 'Phenoxyethanol', 'Petrolatum']"
Clinique,moisturizer,cream,Clinique Dramatically Different Moisturizing Lotion,https://www.skincarisma.com/products/clinique/dramatically-different-moisturizing-lotion-with-pump/ingredient_list#info-section,Clinique Dramatically Different Moisturizing Lotion,"['Glyceryl Stearate', 'Cucumis Sativus (Cucumber) Fruit Extract', 'Stearic Acid', 'Water', 'Sesamum Indicum (Sesame) Seed Oil', 'Butylene Glycol', 'Sodium Hyaluronate', 'Glycerin', 'Trisodium EDTA', 'Pentylene Glycol', 'Propylene Glycol Dicaprate', 'Helianthus Annuus (Sunflower) Seedcake', 'Hordeum Vulgare Extract', 'Red 30 Lake', 'Lanolin Alcohol', 'Urea', 'Phenoxyethanol', 'Petrolatum', 'Triethanolamine', 'Mineral Oil', 'Yellow 5 Lake', 'Yellow 6 Lake']"
Clinique,moisturizer,cream,Clinique Dramatically Different Moisturizing Gel,https://www.skincarisma.com/products/clinique/dramatically-different-moisturizing-gel/ingredient_list#info-section,Clinique Dramatically Different Moisturizing Gel,"['Disodium EDTA', 'Lactobacillus Ferment', 'Cucumis Sativus (Cucumber) Fruit Extract', 'Laminaria Saccharina Extract', 'Sucrose', 'Ammonium Acryloyldimethyltaurate/VP Copolymer', 'Isododecane', 'Water', 'Caffeine', 'Caprylyl Glycol', 'Butylene Glycol', 'Sodium Hyaluronate', 'Glycerin', 'Polysilicone-11', 'Propylene Glycol Dicaprate', 'Helianthus Annuus (Sunflower) Seedcake', 'Hexylene Glycol', 'Polygonum Cuspidatum Root Extract', 'Saccharomyces Lysate Extract', 'Chamomilla Recutita (Matricaria)', 'Hordeum Vulgare Extract', 'Oleth-10', 'Tromethamine', 'Dimethicone', 'Laureth-23', 'Bis-PEG-18 Methyl Ether Dimethyl Silane', 'Tocopheryl Acetate (Vitamin E)', 'Potassium Sorbate', 'Phenoxyethanol', 'Triethylamine', 'Silica', 'Laureth-4', 'Yellow 5 Lake', 'Red 4 Lake', 'Yellow 6 Lake']"
Olay,moisturizer,cream,Olay Regenerist Deep Hydration Regenerating Cream,https://www.skincarisma.com/products/olay/regenerist-deep-hydration-regenerating-cream/ingredient_list#info-section,Olay Regenerist Deep Hydration Regenerating Cream,"['C13-14 Isoparaffin', 'Niacinamide', 'Dimethiconol', 'Dimethicone Crosspolymer', 'Disodium EDTA', 'Panthenol', 'Vitamin B', 'Acrylates/C10-30 Alkyl Acrylate Crosspolymer', 'Water', 'Glycerin', 'Palmitoyl Pentapeptide-4', 'Polymethylsilsesquioxane', 'Polyethylene', 'Tocopherol (Vitamin E)', 'Acrylamide/Sodium Acryloyldimethyltaurate Copolymer', 'Camellia Sinensis Leaf Extract', 'Dimethicone', 'Laureth-7', 'Sodium PEG-7 Olive Oil Carboxylate', 'Aminomethyl Propanol', 'Tocopheryl Acetate (Vitamin E)', 'PEG-100 Stearate', 'Allantoin', 'DMDM Hydantoin', 'Fragrance', 'Laureth-4', 'Iodopropynyl Butylcarbamate', 'Pisum Sativum (Pea) Peptide', 'Titanium Dioxide', 'Yellow 5 Lake', 'Red 4 Lake']"
Drunk Elephant,moisturizer,cream,Drunk Elephant Lala Retro Whipped Cream,https://www.skincarisma.com/products/drunk-elephant/lala-retro-whipped-cream/ingredient_list#info-section,Drunk Elephant Lala Retro Whipped Cream,"['Passiflora Edulis Seed Oil', 'Glyceryl Stearate SE', 'Schinziophyton Rautanenii Kernel Oil', 'Adansonia Digitata Seed Oil', 'Sclerocarya Birrea Seed Oil', 'Cetearyl Alcohol', 'Sodium Hyaluronate Crosspolymer', 'Citrullus Lanatus (Watermelon) Seed Oil', 'Stearic Acid', 'Isopropyl Isostearate', 'Xanthan Gum', 'Water', 'Plantago Lanceolata Leaf Extract', 'Carbomer', 'Caprylyl Glycol', 'Glycerin', 'Coffea Arabica (Coffee) Seed Extract', 'Trisodium Ethylenediamine Disuccinate', 'Pentylene Glycol', 'Ximenia Americana Seed Oil', 'Tocopherol (Vitamin E)', 'Citric Acid', 'Chlorphenesin', 'Ceteareth-20', 'Sodium Hydroxide', 'Phenoxyethanol', 'Pseudozyma Epicola/Soybean Flour/Olive Fruit Oil Ferment Filtrate']"
Shiseido,moisturizer,night cream,Shiseido Benefiance NutriPerfect Night Cream,https://www.skincarisma.com/products/shiseido/benefiance-nutriperfect-night-cream/ingredient_list#info-section,Shiseido Benefiance NutriPerfect Night Cream,"['Glyceryl Stearate SE', 'Limnanthes Alba (Meadowfoam) Seed Oil', 'Behenyl Alcohol', 'Cetyl Alcohol', 'Sodium Metaphosphate', 'Sodium Acetylated Hyaluronate', 'Sorbitan Tristearate', 'Stearyl Alcohol', 'Erythritol', 'Water', 'Carnosine', 'Butylene Glycol', 'Glycerin', 'Trisodium EDTA', 'Panthenyl Ethyl Ether', 'Potassium Ascorbyl Tocopheryl Phosphate', 'Hydrogenated Polyisobutene', 'Tocopherol (Vitamin E)', 'Citric Acid', 'Iron Oxides', 'Dimethicone', 'Ethylhexyl Ethylhexanoate', 'Tocopheryl Acetate (Vitamin E)', 'PEG-40 Stearate', 'Methylparaben', 'Phenoxyethanol', 'Petrolatum', 'Linalool', 'Citronellol', 'Alpha-Isomethyl Ionone', 'Limonene', 'Benzyl Benzoate', 'Butylphenyl Methylpropional', 'Geraniol', 'Fragrance', 'Myristyl Myristate', 'Dimethylacrylamide/Sodium Acryloyldimethyltaurate Crosspolymer', 'Titanium Dioxide']"
Drunk Elephant,moisturizer,cream,Drunk Elephant Protini Polypeptide Cream,https://www.skincarisma.com/products/drunk-elephant/protini-polypeptide-cream/ingredient_list#info-section,Drunk Elephant Protini Polypeptide Cream,"['1,2-Hexanediol', 'Glycine', 'Glyceryl Caprylate', 'Dicaprylyl Carbonate', 'Linolenic Acid', 'Linoleic Acid', 'Valine', 'Sclerocarya Birrea Seed Oil', 'Serine', 'Cetearyl Alcohol', 'Cetearyl Olivate', 'Sorbitan Olivate', 'Sorbitan Isostearate', 'Nymphaea Alba Root Extract', 'Acetyl Glutamine', 'Aspartic Acid', 'Alanine', 'Arginine', 'Isoleucine', 'Isomalt', 'Xanthan Gum', 'Water', 'Carbomer', 'Caprylyl Glycol', 'Butylene Glycol', 'Sodium PCA', 'Sodium Hyaluronate', 'Glycerin', 'Coco-Caprylate/Caprate', 'Coconut Alkanes', 'Threonine', 'Palmitoyl Tetrapeptide-7', 'Palmitoyl Tripeptide-1', 'Phenylalanine', 'Phenylpropanol', 'Polyvinyl Alcohol', 'Proline', 'Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer', 'Histidine', 'Tocopherol (Vitamin E)', 'Chlorphenesin', 'Sodium Lactate', 'Sodium Benzoate', 'Polysorbate 20', 'Polysorbate 60', 'PCA', 'Phenoxyethanol', 'Lecithin', 'Lactic Acid/Glycolic Acid Copolymer', 'Bacillus/Soybean/Folic Acid Ferment Extract', 'sh-Oligopeptide-1', 'sh-Oligopeptide-2', 'sh-Polypeptide-1', 'sh-Polypeptide-9', 'sh-Polypeptide-11', 'Heptapeptide-15 Palmitate', 'Symphytum Officinale Callus Culture Extract', 'Copper Palmitoyl Heptapeptide-14']"
Chanel,moisturizer,cream,Chanel Hydra Beauty Crème,https://www.skincarisma.com/products/chanel/hydra-beauty-creme/ingredient_list#info-section,Chanel Hydra Beauty Crème,"['C12-15 Alkyl Benzoate', 'Glyceryl Stearate', 'Camellia Japonica Flower Extract', 'Lauroyl Lysine', 'Saccharide Isomerate', 'Zingiber Officinale (Ginger) Root Extract', 'Cetyl Alcohol', 'Sodium Citrate', 'Sodium Carbomer', 'Butyrospermum Parkii (Shea) Butter', 'Ascorbyl Palmitate', 'Ammonium Acryloyldimethyltaurate/VP Copolymer', 'Octyldodecyl Neopentanoate', 'Octyldodecanol', 'Water', 'Camellia Kissi Seed Oil', 'Caprylyl Glycol', 'Sodium Hyaluronate', 'Glycerin', 'Propylene Glycol', 'Phytic Acid', 'Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate', 'Pentylene Glycol', 'Phytosteryl Canola Glycerides', 'Hydrogenated Polyisobutene', 'Tocopherol (Vitamin E)', 'Citric Acid', 'Dimethicone', 'Sodium Benzoate', 'Steareth-2', 'PEG-12', 'PEG-40 Stearate', 'Methylparaben', 'Ethylparaben', 'Phenoxyethanol', 'Propylparaben', 'Fragrance', 'Silica']"
Cetaphil ,moisturizer,cream,Cetaphil Daily Facial Moisturizer,https://www.skincarisma.com/products/cetaphil/daily-facial-moisturizer/ingredient_list#info-section,Cetaphil Daily Facial Moisturizer,"['Glyceryl Stearate', 'Disodium EDTA', 'Diisopropyl Adipate', 'Acrylates/C10-30 Alkyl Acrylate Crosspolymer', 'Carbomer', 'Glycerin', 'Polymethyl Methacrylate', 'Butyl Methoxydibenzoylmethane', 'Cyclomethicone', 'Octocrylene', 'Tocopheryl Acetate (Vitamin E)', 'PEG-100 Stearate', 'Phenoxyethanol', 'Benzyl Alcohol', 'Triethanolamine']"
Fresh,moisturizer,cream,Fresh Rose Deep Hydration Moisturizer,https://www.skincarisma.com/products/fresh/rose-deep-hydration-moisturizer/ingredient_list#info-section,Fresh Rose Deep Hydration Moisturizer,"['Nylon 6/12', 'Rosa Damascena Flower Water', 'Rosa Damascena Flower Oil', 'Dimethiconol', 'Angelica Keiskei Extract', 'Behenyl Alcohol', 'Cucumis Sativus (Cucumber) Fruit Extract', 'Prunus Domestica Seed Oil', 'Serine', 'Acrylates/C10-30 Alkyl Acrylate Crosspolymer', 'Algin', 'Ammonium Acryloyldimethyltaurate/VP Copolymer', 'Ethylhexyl Isononanoate', 'Isostearyl Isostearate', 'Xanthan Gum', 'Water', 'Caramel', 'Caprylic/Capric Triglyceride', 'Caprylyl Methicone', 'Butylene Glycol', 'Sodium Hyaluronate', 'Glycerin', 'Pentylene Glycol', 'Propanediol', 'Tetrasodium EDTA', 'Tromethamine', 'Dimethicone', 'Laureth-7', 'Steareth-2', 'Acacia Senegal Gum', 'Tocopheryl Acetate (Vitamin E)', 'Phenoxyethanol', 'Citronellol', 'BHT', 'Geraniol', 'Fragrance']"
Fresh,moisturizer,night cream,Fresh Lotus Youth Preserve Dream Night Cream,https://www.skincarisma.com/products/fresh/lotus-youth-preserve-dream-night-cream/ingredient_list#info-section,Fresh Lotus Youth Preserve Dream Night Cream,"['C10-18 Triglycerides', 'Glyceryl Stearate', 'Diglycerin', 'Behenyl Alcohol', 'Prunus Persica (Peach) Leaf Extract', 'Cucumis Sativus (Cucumber) Fruit Extract', 'Cetearyl Alcohol', 'Cetyl Palmitate', 'Butyrospermum Parkii (Shea) Butter', 'Acrylates/C10-30 Alkyl Acrylate Crosspolymer', 'Ethylhexylglycerin', 'Anthemis Nobilis Flower Oil', 'Nelumbo Nucifera Germ Extract', 'Isononyl Isononanoate', 'Water', 'Caprylic/Capric Triglyceride', 'Butylene Glycol', 'Glycerin', 'Cocoglycerides', 'Pentylene Glycol', 't-Butyl Alcohol', 'Tocopherol (Vitamin E)', 'Ammonium Acryloyldimethyltaurate/Beheneth-25 Methacrylate Crosspolymer', 'Tetrasodium EDTA', 'Citrus Limon (Lemon) Peel Oil', 'Sodium Benzoate', 'Sodium Hydroxide', 'Tocopheryl Acetate (Vitamin E)', 'Potassium Sorbate', 'PEG-100 Stearate', 'Sodium Metabisulfite', 'Phenoxyethanol', 'Limonene', 'BHT', 'Benzyl Salicylate', 'Citral', 'Fragrance', 'Myristyl Myristate']"
Kiehl's,moisturizer,cream,Kiehl's Ultra Facial Cream,https://www.skincarisma.com/products/kiehl-s/ultra-facial-cream/ingredient_list#info-section,Kiehl's Ultra Facial Cream,"['Glyceryl Stearate', 'Disodium EDTA', 'imperata Cylindrica Root Extract', 'Cetyl Alcohol', 'Sodium Chondroitin Sulfate', 'Pseudoalteromonas Ferment Extract', 'Sucrose Stearate', 'Prunus Amygdalus Dulcis (Sweet Almond) Oil', 'Squalane', 'Stearic Acid', 'Stearyl Alcohol', 'Acrylates/C10-30 Alkyl Acrylate Crosspolymer', 'Olea Europaea (Olive) Fruit Oil', 'Xanthan Gum', 'Water', 'Carbomer', 'Collagen', 'Glycerin', 'Glycine Soja (Soybean) Oil', 'Chitosan', 'Persea Gratissima (Avocado) Oil', 'Pentaerythrityl Tetraethylhexanoate', 'Hydroxypalmitoyl Sphinganine', 'Prunus Armeniaca (Apricot) Kernel Oil', 'Tocopherol (Vitamin E)', 'Cyclohexasiloxane', 'Oryza Sativa (Rice) Bran Oil', 'Chlorphenesin', 'Bis-PEG-18 Methyl Ether Dimethyl Silane', 'Sodium Hydroxide', 'Urea', 'PEG-8', 'PEG-8 Stearate', 'Methylparaben', 'Phenoxyethanol', 'Triethanolamine', 'Ethylhexyl Methoxycinnamate', 'Propylparaben', 'Myristyl Myristate', 'Sphinganine']"
Tatcha,moisturizer,cream,Tatcha The Silk Cream,https://www.skincarisma.com/products/tatcha/the-silk-cream/ingredient_list#info-section,Tatcha The Silk Cream,"['Royal Jelly Extract', 'Biosaccharide Gum-1', 'Batyl Alcohol', 'Behenyl Alcohol', 'Bis-Behenyl/Isostearyl/Phytosteryl Dimer Dilinoleyl Dimer Dilinoleate', 'Sericin', 'Sorbitan Stearate', 'Squalane', 'Stearic Acid', 'Oryza Sativa (Rice) Germ Oil', 'Arginine', 'Ethylhexylglycerin', 'Thymus Serpillum Extract', 'Inositol', 'Isononyl Isononanoate', 'Panax Ginseng Root Extract', 'Xanthan Gum', 'Water', 'Carbomer', 'Caprylic/Capric Triglyceride', 'Butylene Glycol', 'Sodium Hyaluronate', 'Glycerin', 'Polyglyceryl-2 Triisostearate', 'Propanediol', 'Hydrolyzed Silk', 'Hydrolyzed Conchiolin Protein', 'Alcohol', 'Hydrogenated Lecithin', 'Cyclopentasiloxane', 'Phenoxyethanol', 'Fragrance', 'Rubus Ellipticus Root Extract', 'Saccharomyces/Camellia Sinensis Extract Ferment Filtrate']"
Belif ,moisturizer,cream,Belif The true cream aqua bomb,https://www.skincarisma.com/products/belif/the-true-cream-aqua-bomb,Belif The true cream aqua bomb,[]
SK-II,anti-aging,cream,SK-II R.N.A Power Radical New Age Cream,https://www.skincarisma.com/products/sk-ii/r-n-a-power-radical-new-age-cream/ingredient_list#info-section,SK-II R.N.A Power Radical New Age Cream,"['Acanthopanax Senticosus (Eleuthero) Root Extract', 'Niacinamide', 'Dimethiconol', 'Disodium EDTA', 'Panthenol', 'Methicone', 'Behenyl Alcohol', 'Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer', 'Cetearyl Glucoside', 'Cetearyl Alcohol', 'Cetyl Alcohol', 'Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer', 'Sorbitan Oleate', 'Butyrospermum Parkii (Shea) Butter', 'Stearic Acid', 'Stearyl Alcohol', 'Cynara Scolymus (Artichoke) Leaf Extract', 'Isopropyl Isostearate', 'Isohexadecane', 'Water', 'Caprylic/Capric Triglyceride', 'Butylene Glycol', 'Glycerin', 'Chlorella Vulgaris Extract', 'Palmitoyl Pentapeptide-4', 'Pentylene Glycol', 'Polymethylsilsesquioxane', 'Phytosteryl/Behenyl/Octyldodecyl Lauroyl Glutamate', 'Hydrolyzed Yeast Protein', 'CI 77492', 'Dimethicone', 'Sodium PEG-7 Olive Oil Carboxylate', 'Sodium Hydroxide', 'Tocopheryl Acetate (Vitamin E)', 'Polysorbate 80', 'Polyquaternium-7', 'PEG-100 Stearate', 'Methylparaben', 'Ethylparaben', 'PEG-7 Glyceryl Cocoate', 'Benzyl Alcohol', 'Propylparaben', 'Fragrance', 'CI 77491', 'Galactomyces Ferment Filtrate', 'Methylsilanol Tri-PEG-8 Glyceryl Cocoate', 'Hydrolyzed Soy Protein']"
Neutrogena ,anti-aging,night cream,Neutrogena Rapid Wrinkle Repair Moisturizer Night,https://www.skincarisma.com/products/neutrogena/rapid-wrinkle-repair-moisturizer-night/ingredient_list#info-section,Neutrogena Rapid Wrinkle Repair Moisturizer Night,"['C13-14 Isoparaffin', 'Dimethicone Crosspolymer', 'Disodium EDTA', 'Myrtus Communis Leaf Extract', 'Cetearyl Alcohol', 'Stearyl Alcohol', 'Ammonium Acryloyldimethyltaurate/VP Copolymer', 'Isohexadecane', 'Water', 'Caprylyl Glycol', 'Butylene Glycol', 'Sodium Hyaluronate', 'Glycerin', 'Pentaerythrityl Tetraethylhexanoate', 'Polyethylene', 'PPG-15 Stearyl Ether', 'Ascorbic Acid (Vitamin C)', 'Chlorphenesin', 'Trisiloxane', 'Dimethicone', 'Laureth-7', 'Ceteareth-20', 'Sodium Hydroxide', 'Polysorbate 20', 'Phenoxyethanol', 'Polyacrylamide', 'PTFE', 'BHT', 'Fragrance', 'Retinol']"
Kiehl's,moisturizer,cream,Kiehl's Ultra Facial Oil-Free Gel Cream,https://www.skincarisma.com/products/kiehl-s/ultra-facial-oil-free-gel-cream/ingredient_list#info-section,Kiehl's Ultra Facial Oil-Free Gel Cream,"['Glycereth-26', 'Panthenol', 'imperata Cylindrica Root Extract', 'Biosaccharide Gum-1', 'Cucumis Sativus (Cucumber) Fruit Extract', 'Pseudoalteromonas Ferment Extract', 'Acrylates/C10-30 Alkyl Acrylate Crosspolymer', 'Ammonium Polyacryloyldimethyl Taurate', 'Isononyl Isononanoate', 'Water', 'Carbomer', 'Caprylyl Glycol', 'Sodium Hyaluronate', 'Glycerin', 'Propylene Glycol', 'Propanediol', 'Citric Acid', 'Sodium Benzoate', 'Potassium Sorbate', 'Alcohol Denat.', 'Phenoxyethanol']"
Kiehl's,moisturizer,cream,Kiehl's Calendula Serum Infused Water Cream,https://www.skincarisma.com/products/kiehl-s/calendula-serum-infused-water-cream/ingredient_list#info-section,Kiehl's Calendula Serum Infused Water Cream,"['Diisopropyl Sebacate', 'Dipropylene Glycol', 'Panthenol', 'Sodium Citrate', 'Sodium Chloride', 'Artemisia Absinthium Extract', 'Chamomilla Recutita (Matricaria) Flower Oil', 'Water', 'Geranium Maculatum Oil', 'Calendula Officinalis Flower', 'Calendula Officinalis Flower Extract', 'Glycerin', 'Propylene Glycol', 'Trisodium Ethylenediamine Disuccinate', 'Polymethylsilsesquioxane', 'Propanediol', 'Tocopherol (Vitamin E)', 'Citric Acid', 'Chlorphenesin', 'Dimethicone', 'Dimethicone/PEG-10/15 Crosspolymer', 'Citrus Limon (Lemon) Peel Oil', 'PEG-10 Dimethicone', 'Cymbopogon Schoenanthus Oil', 'Farnesol', 'Phenoxyethanol', 'Linalool', 'Citronellol', 'Limonene', 'Citral', 'Geraniol', 'Alpha-Bisabolol']"
Kiehl's,moisturizer,cream,Kiehl's Ultra Facial Moisturizer,https://www.skincarisma.com/products/kiehl-s/ultra-facial-moisturizer/ingredient_list#info-section,Kiehl's Ultra Facial Moisturizer,"['Glyceryl Stearate', 'Myristyl Alcohol', 'Beeswax (Cera Alba)', 'Sorbitan Oleate', 'Squalane', 'Stearic Acid', 'Water', 'Carbomer', 'Persea Gratissima (Avocado) Oil', 'Prunus Armeniaca (Apricot) Kernel Oil', 'Prunus Dulcis (Almond) Oil', 'Retinyl Palmitate (Vitamin A)', 'Tocopheryl Acetate (Vitamin E)', 'PEG-100 Stearate', 'Methylparaben', 'Triethanolamine', 'Imidazolidinyl Urea', 'Propylparaben']"
Olay,anti-aging,serum,Olay Regenerist Regenerating Serum,https://www.skincarisma.com/products/olay/regenerist-regenerating-serum/ingredient_list#info-section,Olay Regenerist Regenerating Serum,"['C13-14 Isoparaffin', 'Niacinamide', 'Dimethiconol', 'Dimethicone Crosspolymer', 'Disodium EDTA', 'Panthenol', 'Vitamin B', 'Vitamin B3', 'Acrylates/C10-30 Alkyl Acrylate Crosspolymer', 'Water', 'Glycerin', 'Palmitoyl Pentapeptide-4', 'Polymethylsilsesquioxane', 'Polyethylene', 'Tocopherol (Vitamin E)', 'Acrylamide/Sodium Acryloyldimethyltaurate Copolymer', 'Camellia Sinensis Leaf Extract', 'Dimethicone', 'Laureth-7', 'Sodium PEG-7 Olive Oil Carboxylate', 'Aminomethyl Propanol', 'Tocopheryl Acetate (Vitamin E)', 'PEG-100 Stearate', 'Allantoin', 'DMDM Hydantoin', 'Laureth-4', 'Iodopropynyl Butylcarbamate', 'Pisum Sativum (Pea) Peptide']"
Kiehl's,anti-aging,serum,Kiehl's Powerful Strength Line Reducing Concentrate,https://www.skincarisma.com/products/kiehl-s/powerful-strength-line-reducing-concentrate/ingredient_list#info-section,Kiehl's Powerful Strength Line Reducing Concentrate,"['Dimethicone Crosspolymer', 'Lauroyl Lysine', 'Adenosine', 'Glycerin', 'Propylene Glycol', 'Ascorbic Acid (Vitamin C)', 'Acrylates Copolymer', 'Cyclopentasiloxane', 'Cetyl PEG/PPG-10/1 Dimethicone']"
Clinique,anti-aging,serum,Clinique Smart Custom-Repair Serum,https://www.skincarisma.com/products/clinique/smart-custom-repair-serum/ingredient_list#info-section,Clinique Smart Custom-Repair Serum,"['Algae Extract', 'Glyceryl Polymethacrylate', 'Glycyrrhetinic Acid', 'Di-C12-18 Alkyl Dimonium Chloride', 'Dimethoxytolyl Propylresorcinol', 'Disodium EDTA', 'Micrococcus Lysate', 'Triticum Vulgare (Wheat) Germ Extract', 'Morus Nigra Root Extract', 'Cucumis Sativus (Cucumber) Fruit Extract', 'Sodium RNA', 'Squalane', 'Oryza Sativa (Rice) Bran Extract', 'Aminopropyl Ascorbyl Phosphate', 'Acetyl Glucosamine', 'Acetyl Hexapeptide-8', 'Ascorbyl Glucoside', 'Ammonium Acryloyldimethyltaurate/VP Copolymer', 'Arabidopsis Thaliana Extract', 'Ergothioneine', 'Whey Protein', 'Isododecane', 'Isohexadecane', 'Water', 'Caffeine', 'Caprylyl Glycol', 'Butylene Glycol', 'Sodium Hyaluronate', 'Glycerin', 'Cholesterol', 'Glycine Soja (Soybean) Protein', 'Salicylic Acid', 'Palmitoyl Oligopeptide', 'Vitis Vinifera (Grape) Fruit Extract', 'Polysilicone-11', 'Propylene Glycol Dicaprate', 'Plankton Extract', 'Synthetic Fluorphlogopite', 'Helianthus Annuus (Sunflower) Seedcake', 'Hexylene Glycol', 'Scutellaria Baicalensis Root Extract', 'Yeast Extract', 'Hordeum Vulgare Extract', 'Siegesbeckia Orientalis (St. Paulswort) Extract', 'Acrylamide/Sodium Acryloyldimethyltaurate Copolymer', 'Tromethamine', 'Tin Oxide', 'Dimethicone', 'Cyclopentasiloxane', 'Sodium Hydroxide', 'Citrus Grandis (Grapefruit) Peel Extract', 'Tocopheryl Acetate (Vitamin E)', 'Polysorbate 20', 'Polysorbate 80', 'PEG-10 Dimethicone', 'PEG-6', 'PEG-8', 'Phenoxyethanol', 'Lecithin', 'Titanium Dioxide', 'Yellow 5 Lake', 'Red 4 Lake']"
Kiehl's,anti-aging,serum,Kiehl's Midnight Recovery Concentrate,https://www.skincarisma.com/products/kiehl-s/midnight-recovery-concentrate/ingredient_list#info-section,Kiehl's Midnight Recovery Concentrate,"['Curcuma Longa (Turmeric) Root Extract', 'Coriandrum Sativum (Coriander) Seed Oil', 'Dicaprylyl Carbonate', 'Lavandula Hybrida Oil', 'Lavandula Angustifolia (Lavender) Oil', 'Rosmarinus Officinalis (Rosemary) Leaf Oil', 'Rosa Canina Fruit Oil', 'Cucumis Sativus (Cucumber) Fruit Extract', 'Pelargonium Graveolens Flower Oil', 'Squalane', 'Rose Flower Oil', 'Caprylic/Capric Triglyceride', 'Oenothera Biennis (Evening Primrose) Oil', 'Helianthus Annuus (Sunflower) Seed Oil', 'Simmondsia Chinensis (Jojoba) Seed Oil', 'Tocopherol (Vitamin E)', 'Jasminum Officinale (Jasmine) Extract', 'Linalool', 'Citronellol', 'Limonene', 'Citral', 'Geraniol', 'Sclareolide']"
Drunk Elephant,anti-aging,serum,Drunk Elephant T.L.C. Framboos Glycolic Night Serum,https://www.skincarisma.com/products/drunk-elephant/t-l-c-framboos-glycolic-night-serum/ingredient_list#info-section,Drunk Elephant T.L.C. Framboos Glycolic Night Serum,"['Galactoarabinan', 'Disodium EDTA', 'Rubus Idaeus (Raspberry) Fruit Extract', 'Aesculus Hippocastanum (Horse Chestnut) Seed Extract', 'Glycolic Acid', 'Sclerocarya Birrea Seed Oil', 'Saccharomyces Cerevisiae Extract', 'Sodium Hyaluronate Crosspolymer', 'Ethylhexylglycerin', 'Xanthan Gum', 'Water', 'Caprylyl Glycol', 'Butylene Glycol', 'Glycerin', 'Salicylic Acid', 'Pentylene Glycol', 'Vitis Vinifera (Grape) Juice Extract', 'Propanediol', 'Hydroxyethylcellulose', 'Hexylene Glycol', 'Sodium Nitrate', 'Citric Acid', 'Camellia Sinensis Leaf Extract', 'Sodium Benzoate', 'Sodium Hydroxide', 'Potassium Sorbate', 'Allantoin', 'Lactic Acid', 'Phenoxyethanol', 'Buddleja Davidii Meristem Cell Culture', 'Opuntia Ficus-Indica Extract', 'Aloe Barbadensis Leaf Juice']"
Tatcha,anti-aging,serum,Tatcha LUMINOUS Deep Hydration Firming Serum,https://www.skincarisma.com/products/tatcha/luminous-deep-hydration-firming-serum/ingredient_list#info-section,Tatcha LUMINOUS Deep Hydration Firming Serum,"['Algae Extract', 'Royal Jelly Extract', 'Methyl Gluceth-20', 'Sodium Dilauramidoglutamide Lysine', 'Sodium Bicarbonate', 'Stearyl Glycyrrhetinate', 'Silk Extract', 'HDI/Trimethylol Hexyllactone Crosspolymer', 'Ethylhexylglycerin', 'Chamomilla Recutita (Matricaria) Flower Extract', 'Xanthan Gum', 'Water', 'Chondrus Crispus (Carrageenan) Extract', 'Butylene Glycol', 'Sodium Hyaluronate', 'Glycerin', 'Trimethylolpropane', 'Polyglyceryl-10 Myristate', 'Polyglyceryl-10 Oleate', 'Propanediol', 'Synthetic Fluorphlogopite', 'Olive Squalane', 'Oryza Sativa (Rice) Extract', 'Alcohol', 'Hydrogenated Lecithin', 'Camellia Sinensis (Green Tea) Leaf Extract', 'Gold', 'Phenoxyethanol', 'Fragrance', 'Silica', 'PEG-Crosspolymer', 'Titanium Dioxide', 'Polyglyceryl-10 Eicosanedioate/Tetradecanedioate']"
