Brand,Function,Category,Name,link,index,0
La Mer,anti-aging,eye cream,La Mer The Eye Balm Intense,https://www.skincarisma.com/products/la-mer/the-eye-balm-intense/ingredient_list#info-section,La Mer The Eye Balm Intense,"['Glyceryl Distearate', 'Elaeis Guineensis (Palm) Oil', 'Niacin', 'Ascophyllum Nodosum Extract', 'Disodium EDTA', 'Linoleic Acid', 'Magnesium Gluconate', 'Magnesium Ascorbyl Phosphate', 'Malachite', 'Methyl Glucose Sesquistearate', 'Fucus Vesiculosus Extract', 'Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer', 'Cetearyl Glucoside', 'Cetearyl Alcohol', 'Cetyl Esters', 'Sodium Gluconate', 'Sodium Dehydroacetate', 'Sorbitol', 'Butyrospermum Parkii (Shea) Butter', 'Sucrose', 'Prunus Amygdalus Dulcis (Sweet Almond) Seed Meal', 'Squalane', 'Acetyl Hexapeptide-8', 'Asparagopsis Armata Extract', 'Acrylates/C10-30 Alkyl Acrylate Crosspolymer', 'Gelidium Cartilagineum Extract', 'Whey Protein', 'Isododecane', 'Isostearyl Neopentanoate', 'Medicago Sativa (Alfalfa) Seed Powder', 'Water', 'Sesamum Indicum (Sesame) Seed', 'Sesamum Indicum (Sesame) Seed Oil', 'Carbomer', 'Caffeine', 'Caprylyl Glycol', 'Calcium Gluconate', 'Butylene Glycol', 'Sodium Hyaluronate', 'Glycerin', 'Cholesterol', 'Tourmaline', 'Tocotrienols', 'Trimethylsiloxysilicate', 'Potassium Gluconate', 'Polybutene', 'Polyethylene', 'Phytosterols', 'Phytosphingosine', 'Hydrogenated Polyisobutene', 'Helianthus Annuus (Sunflower) Seedcake', 'Hexylene Glycol', 'Saccharomyces Lysate Extract', 'Yeast Extract', 'Siegesbeckia Orientalis (St. Paulswort) Extract', 'Green 3', 'Blue 1', 'Tocopherol (Vitamin E)', 'Eucalyptus Globulus Leaf Oil', 'Copper Gluconate', 'Trisiloxane', 'Dimethicone', 'Steareth-10', 'Aminomethyl Propanol', 'Zinc Gluconate', 'Phenoxyethanol', 'Linalool', 'Limonene', 'Benzyl Salicylate', 'Fragrance', 'Silica', 'Titanium Dioxide', 'Tetraacetylphytosphingosine', 'Tocopheryl Succinate', 'Propylene Glycol Dioleate', 'Yellow 5 Lake']"
Cetaphil ,moisturizer,eye cream,Cetaphil Hydrating Eye Gel-Cream,https://www.skincarisma.com/products/cetaphil/hydrating-eye-gel-cream/ingredient_list#info-section,Cetaphil Hydrating Eye Gel-Cream,"['Glycyrrhiza Glabra (Licorice) Root Extract', 'Glycine', 'Glyceryl Stearate', 'Niacinamide', 'Camellia Sinensis Seed Oil', 'Dimethicone Crosspolymer', 'Dihydroxyisopropyl Capryloylcaprylamide', 'Crithmum Maritimum Extract', 'Portulaca Oleracea Extract', 'Limnanthes Alba (Meadowfoam) Seed Oil', 'Myristoyl/Palmitoyl Oxostearamide/Arachamide MEA', 'Poria Cocos Extract', 'Serine', 'Cetearyl Alcohol', 'Cetyl Palmitate', 'Sodium Carboxymethyl Beta-Glucan', 'Sorbitan Stearate', 'Sorbitan Olivate', 'Sorbitan Palmitate', 'Sucrose Cocoate', 'Stearic Acid', 'Alanine', 'Ammonium Acryloyldimethyltaurate/VP Copolymer', 'HDI/Trimethylol Hexyllactone Crosspolymer', 'Octyldodecanol', 'Xanthan Gum', 'Water', 'Caprylic/Capric Triglyceride', 'Caprylyl Glycol', 'Butylene Glycol', 'Sodium Hyaluronate', 'Glycerin', 'Trideceth-6', 'Vitis Vinifera (Grape) Seed Oil', 'Polyvinyl Alcohol', 'Polysorbate 85', 'Phytosterols', 'Hydrogenated Vegetable Oil', 'Citric Acid', 'Camellia Sinensis Leaf Extract', 'Dimethicone', 'Cyclopentasiloxane', 'Sodium Polyacrylate', 'Tocopheryl Acetate (Vitamin E)', 'PEG/PPG-18/18 Dimethicone', 'Phenoxyethanol', 'Fragrance', 'Silica', 'Biotinoyl Hexapeptide-2 Amide', 'Alpha-Bisabolol']"
Lancome,anti-aging,eye cream,Lancome Advanced Génifique Eye Cream,https://www.skincarisma.com/products/lancome/advanced-genifique-eye-cream/ingredient_list#info-section,Lancome Advanced Génifique Eye Cream,"['Glycine', 'DI-C12-13 Alkyl Malate', 'Dimethiconol', 'Disodium EDTA', 'Lactobacillus Ferment', 'Methionine', 'Biosaccharide Gum-1', 'Boron Nitride', 'Bifida Ferment Lysate', 'Salicyloyl Phytosphingosine', 'Sodium Dehydroacetate', 'Sodium Succinate', 'Adenosine', 'Ascorbyl Glucoside', 'Acrylates/C10-30 Alkyl Acrylate Crosspolymer', 'Arginine', 'Ammonium Polyacryloyldimethyl Taurate', 'Water', 'Carbomer', 'Caprylic/Capric Triglyceride', 'Sodium Hyaluronate', 'Glycerin', 'Chlorella Vulgaris Extract', 'Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate', 'Pentylene Glycol', 'Potassium Cetyl Phosphate', 'Polymethylsilsesquioxane', 'Polysilicone-11', 'Propanediol', 'Hydrogenated Vegetable Oil', 'Hydrolyzed Wheat Protein', 'Synthetic Fluorphlogopite', 'Yeast Extract', 'Mica', 'Cyclohexasiloxane', 'Dimethicone', 'Bis-PEG/PPG-16/16 PEG/PPG-16/16 Dimethicone', 'Ceteareth-20', 'Sodium Benzoate', 'Potassium Sorbate', 'PEG-10 Dimethicone', 'Alcohol Denat.', 'Chlorhexidine Digluconate', 'Phenoxyethanol', 'Linalool', 'Citronellol', 'Triethanolamine', 'PTFE', 'Limonene', 'Geraniol', 'Fragrance', 'Silica', 'Polygonum Fagopyrum (Buckwheat) Seed Extract', 'Titanium Dioxide']"
Kiehl's,moisturizer,eye cream,Kiehl's Creamy Eye Treatment with Avocado,https://www.skincarisma.com/products/kiehl-s/creamy-eye-treatment-with-avocado/ingredient_list#info-section,Kiehl's Creamy Eye Treatment with Avocado,"['Beta-Carotene', 'Disodium EDTA', 'Dipentaerythrityl Hexacaprylate/Hexacaprate', 'Magnesium Sulfate', 'Sodium Dehydroacetate', 'Sorbitan Sesquioleate', 'Butyrospermum Parkii (Shea) Butter', 'Ozokerite', 'Zea Mays (Corn) Oil', 'Isodecyl Salicylate', 'Isocetyl Stearoyl Stearate', 'Water', 'Copper PCA', 'Butylene Glycol', 'Sodium PCA', 'Propylene Glycol', 'Tridecyl Stearate', 'Tridecyl Trimellitate', 'Persea Gratissima (Avocado) Oil', 'Hydrogenated Castor Oil', 'Retinyl Palmitate (Vitamin A)', 'Tocopheryl Acetate (Vitamin E)', 'PEG-30 Dipolyhydroxystearate', 'Methylparaben', 'Phenoxyethanol']"
Kiehl's,anti-aging,eye cream,Kiehl's Powerful Wrinkle Reducing Eye Cream,https://www.skincarisma.com/products/kiehl-s/powerful-wrinkle-reducing-eye-cream/ingredient_list#info-section,Kiehl's Powerful Wrinkle Reducing Eye Cream,"['Glyceryl Stearate', 'Nylon-12', 'Panthenol', 'Methyl Methacrylate Crosspolymer', 'Beeswax (Cera Alba)', 'Cetyl Alcohol', 'Squalane', 'Stearic Acid', 'Stearyl Alcohol', 'Adenosine', 'Alteromonas Ferment Extract', 'Water', 'Corallina Officinalis Extract', 'Copper PCA', 'Caffeine', 'Caprylyl Glycol', 'Calcium PCA', 'Butylene Glycol', 'Sodium Hyaluronate', 'Glycerin', 'Propylene Glycol', 'Palmitic Acid', 'Hydroxypalmitoyl Sphinganine', 'Cyclohexasiloxane', 'Acrylates Copolymer', 'Aluminum Starch Octenylsuccinate', 'Chlorphenesin', 'Sodium Hydroxide', 'Tocopheryl Acetate (Vitamin E)', 'PEG-100 Stearate', 'PEG-20 Stearate', 'Phenoxyethanol']"
Kiehl's,dark circle,eye cream,Kiehl's Powerful-Strength Dark Circle Reducing Vitamin C Eye Serum,https://www.skincarisma.com/products/kiehl-s/powerful-strength-dark-circle-reducing-vitamin-c-eye-serum/ingredient_list#info-section,Kiehl's Powerful-Strength Dark Circle Reducing Vitamin C Eye Serum,"['N-Hydroxysuccinimide', 'Dimethicone Crosspolymer', 'Lauroyl Lysine', 'Biotin', 'Sodium Citrate', 'Adenosine', 'Water', 'Glycerin', 'Propylene Glycol', 'Chrysin', 'Toluene Sulfonic Acid', 'Palmitoyl Tetrapeptide-7', 'Palmitoyl Tripeptide-1', 'Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate', 'Polysilicone-11', 'Hydroxyethylpiperazine Ethane Sulfonic Acid', 'Hydrolyzed Hyaluronic Acid', 'Ascorbic Acid (Vitamin C)', 'Cyclohexasiloxane', 'Citric Acid', 'Aluminum Starch Octenylsuccinate', 'Dimethicone', 'Cetyl PEG/PPG-10/1 Dimethicone', 'Steareth-20', 'Potassium Sorbate', 'Chlorhexidine Digluconate', 'Titanium Dioxide']"
Kiehl's,anti-aging,eye cream,Kiehl's Midnight Recovery Eye Cream,https://www.skincarisma.com/products/kiehl-s/midnight-recovery-eye-cream/ingredient_list#info-section,Kiehl's Midnight Recovery Eye Cream,"['Curcuma Longa (Turmeric) Root Extract', 'Glyceryl Stearate', 'Lavandula Hybrida Oil', 'Lavandula Angustifolia (Lavender) Oil', 'Rosmarinus Officinalis (Rosemary) Leaf Oil', 'Lithium Magnesium Sodium Silicate', 'Ruscus Aculeatus Root Extract', 'Cucumis Sativus (Cucumber) Fruit Extract', 'Cetearyl Glucoside', 'Cetearyl Alcohol', 'Pelargonium Graveolens Flower Oil', 'Butyrospermum Parkii (Shea) Butter', 'Squalane', 'Stearyl Alcohol', 'Adenosine', 'Xanthan Gum', 'Rose Flower Oil', 'Water', 'Oenothera Biennis (Evening Primrose) Oil', 'Helianthus Annuus (Sunflower) Seed Oil', 'Prunus Armeniaca (Apricot) Kernel Oil', 'Simmondsia Chinensis (Jojoba) Seed Oil', 'Tocopherol (Vitamin E)', 'Jasminum Officinale (Jasmine) Extract', 'Chlorphenesin', 'Alcohol Denat.', 'Phenoxyethanol', 'Linalool', 'Citronellol', 'Geraniol', 'Aloe Barbadensis Leaf Juice Powder', 'Sclareolide']"
Kiehl's,anti-aging,eye cream,Kiehl's Super Multi-Corrective Eye-Opening Serum,https://www.skincarisma.com/products/kiehl-s/super-multi-corrective-eye-opening-serum/ingredient_list#info-section,Kiehl's Super Multi-Corrective Eye-Opening Serum,"['Disodium EDTA', 'Rhamnose', 'Salicyloyl Phytosphingosine', 'Adenosine', 'Ammonium Polyacryloyldimethyl Taurate', 'Octyldodecanol', 'Xanthan Gum', 'Water', 'Sodium Hyaluronate', 'Glycerin', 'Hydroxyethylpiperazine Ethane Sulfonic Acid', 'Mica', 'Dimethicone', 'PEG-20 Methyl Glucose Sesquistearate', 'Alcohol Denat.', 'Phenoxyethanol', 'Triethanolamine', 'Titanium Dioxide']"
SkinCeuticals,dark circle,eye cream,SkinCeuticals SkinCeuticals AOX+ Eye Gel,https://www.skincarisma.com/products/skinceuticals/aox-eye-gel/ingredient_list#info-section,SkinCeuticals SkinCeuticals AOX+ Eye Gel,"['Dimethicone/Polyglycerin-3 Crosspolymer', 'Disodium EDTA', 'Dipropylene Glycol', 'Lauryl PCA', 'Ruscus Aculeatus Root Extract', 'Bis-Hydroxyethoxypropyl Dimethicone', 'Undecane', 'Water', 'Caffeine', 'Caprylic/Capric Triglyceride', 'Butylene Glycol', 'Tridecane', 'Ascorbic Acid (Vitamin C)', 'Ferulic Acid', 'Dimethicone/PEG-10/15 Crosspolymer', 'Sodium Hydroxide', 'PEG-9 Polydimethylsiloxyethyl Dimethicone', 'Alcohol Denat.', 'Phloretin']"
Drunk Elephant,dark circle,eye cream,Drunk Elephant C-Tango Multivitamin Eye Cream,https://www.skincarisma.com/products/drunk-elephant/c-tango-multivitamin-eye-cream/ingredient_list#info-section,Drunk Elephant C-Tango Multivitamin Eye Cream,"['C12-15 Alkyl Benzoate', 'N-Hydroxysuccinimide', 'Dicaprylyl Carbonate', 'Dipeptide-2', 'Dipeptide Diaminobutyroyl Benzylamide Diacetate', 'Dipotassium Glycyrrhizate', 'Panthenol', 'Linoleic Acid', 'Magnesium Ascorbyl Phosphate', 'Sclerocarya Birrea Seed Oil', 'Cucumis Sativus (Cucumber) Fruit Extract', 'Pyrus Malus (Apple) Fruit Extract', 'Morus Alba Leaf Extract', 'Cetearyl Alcohol', 'Cetearyl Olivate', 'Sodium Dextran Sulfate', 'Sodium Lauroyl Lactylate', 'Sodium Ascorbyl Phosphate', 'Sodium Hyaluronate Crosspolymer', 'Sorbitan Olivate', 'Sorbitan Isostearate', 'Superoxide Dismutase', 'Acetyl Hexapeptide-8', 'Ascorbyl Glucoside', 'Ascorbyl Palmitate', 'Plukenetia Volubilis Seed Oil', 'Ethylhexylglycerin', 'Ethylhexyl Palmitate', 'Ubiquinone', 'Medicago Sativa (Alfalfa) Extract', 'Xanthan Gum', 'Water', 'Carbomer', 'Caprylic/Capric Triglyceride', 'Caprylyl Glycol', 'Glycerin', 'Cholesterol', 'Glycine Soja (Soybean) Protein', 'Glycine Soja (Soybean) Sterols', 'Chrysin', 'Tetrahexyldecyl Ascorbate', 'Persea Gratissima (Avocado) Oil', 'Spilanthes Acmella Flower Extract', 'Phytic Acid', 'Palmitoyl Dipeptide-5 Diaminobutyroyl Hydroxythreonine', 'Palmitoyl Dipeptide-5 Diaminohydroxybutyrate', 'Palmitoyl Tetrapeptide-7', 'Palmitoyl Tripeptide-1', 'Palmitoyl Tripeptide-38', 'Pentylene Glycol', 'Phospholipids', 'Phytosphingosine', 'Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer', 'Hydroxypropyl Cyclodextrin', 'Hydrolyzed Rice Protein', 'Hesperidin Methyl Chalcone', 'Ceramide', 'Tocopherol (Vitamin E)', 'Mica', 'Citric Acid', 'Thioctic Acid', 'Chlorphenesin', 'Camellia Sinensis Leaf Extract', 'Sodium Benzoate', 'Steareth-20', 'Tocopheryl Acetate (Vitamin E)', 'Potassium Sorbate', 'Polysorbate 60', 'Chlorhexidine Digluconate', 'Phenoxyethanol', 'Ceteareth-6 Olivate', 'Fragaria Ananassa (Strawberry) Calyx Extract', 'Vaccinium Myrtillus Leaf Extract', 'Aloe Barbadensis Leaf Juice', 'Titanium Dioxide', 'Actinidia Chinensis (Kiwi) Fruit Extract', 'Ceramide EOP']"
Drunk Elephant,moisturizer,eye cream,Drunk Elephant Shaba Complex Eye Serum,https://www.skincarisma.com/products/drunk-elephant/shaba-complex-eye-serum/ingredient_list#info-section,Drunk Elephant Shaba Complex Eye Serum,"['N-Hydroxysuccinimide', 'Niacinamide', 'Dipeptide-2', 'Panthenol', 'Mangifera Indica (Mango) Seed Butter', 'Sclerocarya Birrea Seed Oil', 'Hippophae Rhamnoides Oil', 'Cetearyl Olivate', 'Cetyl Alcohol', 'Sodium Hyaluronate Crosspolymer', 'Sorbitan Olivate', 'Sclerotium Gum', 'Leontopodium Alpinum Meristem Cell Culture', 'Octyldodecanol', 'Ubiquinone', 'Xanthan Gum', 'Water', 'Chondrus Crispus (Carrageenan) Extract', 'Copper Tripeptide-1', 'Caprylyl Glycol', 'Glycerin', 'Coco-Caprylate/Caprate', 'Coconut Alkanes', 'Glycine Soja (Soybean) Oil', 'Chrysin', 'Palmitoyl Oligopeptide', 'Palmitoyl Tetrapeptide-7', 'Polymethylsilsesquioxane', 'Hydroxyethylcellulose', 'Hesperidin Methyl Chalcone', 'Saccharomyces/Xylinum/Black Tea Ferment', 'Tocopherol (Vitamin E)', 'Citric Acid', 'Thioctic Acid', 'Chlorphenesin', 'Sodium Benzoate', 'Sodium Hydroxide', 'Steareth-20', 'Potassium Sorbate', 'Phenoxyethanol', 'Lecithin', 'Methylglucoside Phosphate', 'Copper Lysinate/Prolinate']"
Shiseido,anti-aging,eye cream,Shiseido Benefiance WrinkleResist24 Intensive Eye Contour Cream,https://www.skincarisma.com/products/shiseido/benefiance-wrinkleresist24-intensive-eye-contour-cream/ingredient_list#info-section,Shiseido Benefiance WrinkleResist24 Intensive Eye Contour Cream,"['Glyceryl Oleate', 'Dipropylene Glycol', 'Microcrystalline Wax', 'Sapindus Mukurossi Peel Extract', 'Sodium Glutamate', 'Sodium Acetylated Hyaluronate', 'Squalane', 'Water', 'Sanguisorba Officinalis Root Extract', 'Butylene Glycol', 'Sodium PCA', 'Glycerin', 'Chlorella Vulgaris Extract', 'Trisodium EDTA', 'Paraffin', 'Polyglyceryl-2 Diisostearate', 'Polyethylene', 'Phytosteryl/Octyldodecyl Lauroyl Glutamate', 'Hydroxyproline', 'Tocopherol (Vitamin E)', 'Alcohol', 'Iron Oxides', 'Hydrogenated Polydecene', 'Tocopheryl Acetate (Vitamin E)', 'PEG-8 Beeswax', 'Methylparaben', 'Petrolatum', 'Linalool', 'Citronellol', 'Alpha-Isomethyl Ionone', 'Hexyl Cinnamal', 'Limonene', 'Benzyl Benzoate', 'BHT', 'Butylphenyl Methylpropional', 'Geraniol', 'Fragrance', 'Mineral Oil', 'Uncaria Gambir Extract']"
Shiseido,anti-aging,eye cream,Shiseido Benefiance NutriPerfect Eye Serum,https://www.skincarisma.com/products/shiseido/benefiance-nutriperfect-eye-serum/ingredient_list#info-section,Shiseido Benefiance NutriPerfect Eye Serum,"['Glucosyl Hesperidin', 'Glyceryl Stearate SE', 'Behenyl Alcohol', 'Sodium Metaphosphate', 'Sodium Acetylated Hyaluronate', 'Sorbitan Tristearate', 'Stearyl Alcohol', 'Erythritol', 'HDI/Trimethylol Hexyllactone Crosspolymer', 'Xanthan Gum', 'Water', 'Carnosine', 'Butylene Glycol', 'Glycerin', 'Trisodium EDTA', 'Panthenyl Ethyl Ether', 'Potassium Ascorbyl Tocopheryl Phosphate', 'Tocopherol (Vitamin E)', 'Cyclomethicone', 'Citric Acid', 'Iron Oxides', 'Ethylhexyl Ethylhexanoate', 'Tocopheryl Acetate (Vitamin E)', 'Polysorbate 60', 'PEG-40 Stearate', 'Alcohol Denat.', 'Phenoxyethanol', 'Petrolatum', 'Linalool', 'Citronellol', 'Alpha-Isomethyl Ionone', 'Limonene', 'Benzyl Benzoate', 'Butylphenyl Methylpropional', 'Geraniol', 'Fragrance', 'Silica', 'Myristyl Myristate', 'Dimethylacrylamide/Sodium Acryloyldimethyltaurate Crosspolymer', 'Titanium Dioxide']"
Tatcha,moisturizer,eye cream,Tatcha Luminous Deep Hydration Firming Eye Serum,https://www.skincarisma.com/products/tatcha/luminous-deep-hydration-firming-eye-serum/ingredient_list#info-section,Tatcha Luminous Deep Hydration Firming Eye Serum,"['Algae Extract', 'Glycosyl Trehalose', 'Origanum Majorana Leaf Extract', 'Natto Gum', 'Disodium EDTA', 'Dipentaerythrityl Hexahydroxystearate', 'Royal Jelly Extract', 'Rosa Canina Fruit Oil', 'Behenyl Alcohol', 'Sodium Dilauramidoglutamide Lysine', 'Sodium Chloride', 'Sodium Hyaluronate Crosspolymer', 'Sorbitan Stearate', 'Stearyl Glycyrrhetinate', 'Silk Extract', 'Ethylhexylglycerin', 'Thymus Serpillum Extract', 'Lonicera Japonica (Honeysuckle) Leaf Extract', 'Panax Ginseng Root Extract', 'Xanthan Gum', 'Water', 'Carbomer', 'Caffeine', 'Butylene Glycol', 'Glycerin', 'Persea Gratissima (Avocado) Oil', 'Pentylene Glycol', 'Propanediol', 'Hydrogenated Starch Hydrolysate', 'Hydrolyzed Hyaluronic Acid', 'Helianthus Annuus (Sunflower) Seed Oil', 'Prunus Armeniaca (Apricot) Kernel Oil', 'Olive Squalane', 'Mica', 'Oryza Sativa (Rice) Extract', 'Alcohol', 'Tin Oxide', 'Hydrogenated Lecithin', 'Camellia Sinensis (Green Tea) Leaf Extract', 'Dimethicone', 'Potassium Hydroxide', 'PEG-400', 'Gold', 'Phenoxyethanol', 'Titanium Dioxide']"
Estee Lauder,anti-aging,eye cream,Estee Lauder Advanced Night Repair Eye Synchronized Complex II,https://www.skincarisma.com/products/estee-lauder/advanced-night-repair-eye-synchronized-complex-ii/ingredient_list#info-section,Estee Lauder Advanced Night Repair Eye Synchronized Complex II,"['Algae Extract', 'Dimethicone/Vinyl Dimethicone Crosspolymer', 'Disodium EDTA', 'Lactobacillus Ferment', 'Methyl Trimethicone', 'Triticum Vulgare (Wheat) Germ Extract', 'Poria Cocos Extract', 'Bifida Ferment Lysate', 'Morus Bombycis Root Extract', 'Sodium RNA', 'Sucrose', 'Squalane', 'Acrylates/C10-30 Alkyl Acrylate Crosspolymer', 'Ethylhexylglycerin', 'Isopropyl Jojobate', 'Isohexadecane', 'Water', 'Caffeine', 'Caprylyl Glycol', 'Butylene Glycol', 'Sodium Hyaluronate', 'Cholesterol', 'Trehalose', 'Glycine Soja (Soybean) Seed Extract', 'Potassium Sulfate', 'Propanediol', 'Phytosphingosine', 'Hydrolyzed Algin', 'Jojoba Alcohol', 'Jojoba Esters', 'Scutellaria Baicalensis Root Extract', 'Yeast Extract', 'Hordeum Vulgare Extract', 'Acrylamide/Sodium Acryloyldimethyltaurate Copolymer', 'Tromethamine', 'Iron Oxides', 'Hydrogenated Lecithin', 'Betula Alba Extract', 'Dimethicone', 'Tocopheryl Acetate (Vitamin E)', 'Polysorbate 40', 'Polysorbate 80', 'PEG/PPG-18/18 Dimethicone', 'Phenoxyethanol', 'Petrolatum', 'Anthemis Nobilis (Chamomile)', 'BHT', 'Tripeptide-32']"
Estee Lauder,anti-aging,eye cream,Estee Lauder Advanced Night Repair Eye Supercharged Complex Synchronized Recovery,https://www.skincarisma.com/products/estee-lauder/advanced-night-repair-eye-supercharged-complex-synchronized-recovery/ingredient_list#info-section,Estee Lauder Advanced Night Repair Eye Supercharged Complex Synchronized Recovery,"['Hypnea Musciformis Extract', 'Algae Extract', 'Dimethicone/Vinyl Dimethicone Crosspolymer', 'Lactobacillus Ferment', 'Lens Esculenta (Lentil) Fruit Extract', 'Methyl Trimethicone', 'Poria Cocos Extract', 'Bifida Ferment Lysate', 'Pyrus Malus (Apple) Fruit Extract', 'Sodium RNA', 'Citrullus Vulgaris (Watermelon) Fruit Extract', 'Narcissus Tazetta Bulb Extract', 'Sucrose', 'Artemia Extract', 'Acrylates/C10-30 Alkyl Acrylate Crosspolymer', 'Ethylhexylglycerin', 'Anthemis Nobilis Flower Extract', 'Isopropyl Jojobate', 'Isohexadecane', 'Water', 'Caffeine', 'Caprylyl Glycol', 'Butylene Glycol', 'Sodium PCA', 'Sodium Hyaluronate', 'Glycerin', 'Trehalose', 'Glycine Soja (Soybean) Seed Extract', 'Propanediol', 'Phytosphingosine', 'Hydrolyzed Algin', 'Jojoba Alcohol', 'Jojoba Esters', 'Yeast Extract', 'Gelidiella Acerosa Extract', 'Acrylamide/Sodium Acryloyldimethyltaurate Copolymer', 'Tromethamine', 'Iron Oxides', 'Hydrogenated Lecithin', 'Betula Alba Extract', 'Dimethicone', 'Sodium Lactate', 'Tocopheryl Acetate (Vitamin E)', 'Potassium Sorbate', 'Polysorbate 40', 'Polysorbate 80', 'PEG/PPG-18/18 Dimethicone', 'Phenoxyethanol', 'Petrolatum', 'BHT', 'Lecithin', 'Tripeptide-32']"
Belif ,moisturizer,eye cream,Belif Moisturizing Eye Bomb,https://www.skincarisma.com/products/belif/moisturizing-eye-bomb/ingredient_list#info-section,Belif Moisturizing Eye Bomb,"['1,2-Hexanediol', 'C12-20 Alkyl Glucoside', 'C14-22 Alcohols', 'Nepeta Cataria Extract', 'Avena Sativa (Oat) Kernel Extract', 'Glyceryl Stearate', 'Rosa Damascena Flower Extract', 'Dimethicone/Vinyl Dimethicone Crosspolymer', 'Dipropylene Glycol', 'Rubus Idaeus (Raspberry) Leaf Extract', 'Rosmarinus Officinalis (Rosemary) Leaf Oil', 'Panthenol', 'Althaea Officinalis Root Extract', 'Spiraea Ulmaria Flower Extract', 'Stellaria Media (Chickweed) Extract', 'Centella Asiatica Leaf Extract', 'Trifolium Pratense (Clover) Flower Extract', 'Alchemilla Vulgaris Leaf Extract', 'Pelargonium Graveolens Flower Oil', 'Cellulose', 'Sucrose Polystearate', 'Squalane', 'HDI/Trimethylol Hexyllactone Crosspolymer', 'Baptisia Tinctoria Root Extract', 'Water', 'Menyanthes Trifoliata Leaf Extract', 'Calendula Officinalis Flower Extract', 'Carbomer', 'Caprylyl Trimethicone', 'Butylene Glycol', 'Glycerin', 'Symphytum Officinale Leaf Extract', 'Trisodium EDTA', 'Triethylhexanoin', 'PCA Dimethicone', 'Hydrogenated Polyisobutene', 'Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer', 'Hydroxyproline', 'Salix Alba (Willow) Bark Extract', 'Ceramide', 'Citrus Aurantium Dulcis (Orange) Peel Oil', 'Tromethamine', 'Hydrogenated Lecithin', 'Dimethicone', 'Cyclopentasiloxane', 'Polysorbate 60', 'PEG-100 Stearate', 'PEG-10 Rapeseed Sterol', 'Linalool', 'Citronellol', 'Limonene', 'Citral', 'Geraniol', 'Silica', 'Glycereth-20', 'Viola Tricolor Extract', 'Achillea Millefolium Flower Extract']"
Fresh,anti-aging,eye cream,Fresh Black Tea Firming Eye Serum,https://www.skincarisma.com/products/fresh/black-tea-firming-eye-serum/ingredient_list#info-section,Fresh Black Tea Firming Eye Serum,"['Lycium Chinense Fruit Extract', 'Diamond powder', 'Rhizobian Gum', 'Litchi Chinensis Seed Extract', 'Maltodextrin', 'Methyl Gluceth-20', 'Biotin', 'Rubus Fruticosus (Blackberry) Leaf Extract', 'Cellulose Gum', 'Sodium Citrate', 'Sorbitol', 'Adenosine', 'Acetyl Tetrapeptide-5', 'Algin', 'Xanthan Gum', 'Water', 'Carbomer', 'Butylene Glycol', 'Glycerin', 'Pentylene Glycol', 'Polymethylsilsesquioxane', 'Polyvinyl Alcohol', 'Hydroxyethylcellulose', 'Saccharomyces Ferment Filtrate', 'Tocopherol (Vitamin E)', 'Citric Acid', 'Camellia Sinensis Leaf Extract', 'Sodium Benzoate', 'Sodium Hydroxide', 'Acacia Senegal Gum', 'Tocopheryl Acetate (Vitamin E)', 'Potassium Sorbate', 'PEG-150', 'PEG-40 Hydrogenated Castor Oil', 'PEG-6 Caprylic/Capric Glycerides', 'Sodium Metabisulfite', 'Phenoxyethanol', 'Linalool', 'Citronellol', 'Geraniol', 'Fragrance', 'Jojoba Oil PEG-150 Esters']"
